"x"	"y"
-0.577615444821285	-0.613351877607787
-0.0610487868510275	0.32545201668985
0.326376206626666	2.01529902642559
0.972084529089489	4.8317107093185
1.35950952256718	6.70931849791377
1.74693451604488	8.77468706536857
2.00521784503	10.4645340751043
2.52178450300027	12.7176634214186
3.03835116097052	14.7830319888734
3.29663448995565	17.0361613351878
3.55491781894078	18.913769123783
4.2006261414036	17.9749652294854
4.97547612835899	16.2851182197497
5.75032611531438	14.5952712100139
5.87946777980694	14.0319888734353
6.91260109574746	12.7176634214186
7.94573441168798	12.1543810848401
9.23715105661362	11.2155771905424
10.2702843725541	12.5299026425591
14.0153926428385	30.7426981919333
13.886250978346	29.6161335187761
13.4988259848683	27.7385257301808
13.2405426558831	26.6119610570236
12.4656926689277	23.9833101529903
12.07826767545	21.3546592489569
11.6908426819723	19.4770514603616
11.3034176884947	17.9749652294854
11.0451343595095	15.9095966620306
10.915992695017	14.7830319888734
19.5684842160188	19.6648122392211
14.6611009653013	30.3671766342142
15.3068092877642	29.0528511821975
15.8233759457344	27.9262865090403
16.4690842681972	26.9874826147427
16.5982259326898	26.6119610570236
17.3730759196452	25.297635605007
17.6313592486303	24.7343532684284
18.2770675710931	23.4200278164117
19.4393425515262	21.5424200278164
19.8267675450039	19.8525730180807
24.2175841377511	40.6940194714882
23.7010174797809	37.8776077885953
23.3135924863032	36.3755215577191
22.7970258283329	34.6856745479833
22.4096008348552	33.3713490959666
21.7638925123924	31.3059805285118
21.6347508478998	29.4283727399166
21.2473258544221	27.1752433936022
21.1181841899296	25.673157162726
20.989042525437	24.5465924895688
20.6016175319593	21.9179415855355
20.6016175319593	21.9179415855355
20.3433342029742	20.6036161335188
24.0884424732585	39.7552155771906
24.0884424732585	39.7552155771906
29.6415340464388	29.9916550764951
25.3798591181842	40.1307371349096
25.7672841116619	39.191933240612
26.5421340986173	37.3143254520167
26.929559092095	36.5632823365786
27.5752674145578	35.4367176634214
28.0918340725281	33.7468706536857
28.0918340725281	33.7468706536857
28.8666840594834	32.808066759388
29.2541090529611	31.6815020862309
29.2541090529611	31.6815020862309
35.0654839551265	50.6453407510431
34.4197756326637	48.2044506258693
33.9032089746935	46.1390820584145
33.2575006522306	44.0737134909597
32.8700756587529	42.3838664812239
32.7409339942604	41.4450625869263
32.0952256717976	39.7552155771906
31.8369423428124	38.8164116828929
31.5786590138273	36.9388038942976
31.3203756848422	35.6244784422809
31.062092355857	34.4979137691238
30.4163840333942	32.0570236439499
30.4163840333942	32.0570236439499
30.4163840333942	32.0570236439499
36.0986172710671	50.0820584144645
39.8437255413514	42.5716272600835
36.8734672580224	48.2044506258693
37.6483172449778	45.9513212795549
38.5523088964258	44.6369958275383
38.9397338899035	44.2614742698192
39.5854422123663	42.9471488178025
44.7511087920689	52.1474269819193
44.1054004696061	50.2698191933241
43.4596921471432	48.2044506258693
42.6848421601878	46.5146036161335
42.6848421601878	46.5146036161335
42.6848421601878	46.5146036161335
42.4265588312027	45.5757997218359
41.2642838507696	43.6981919332406
41.2642838507696	43.6981919332406
41.2642838507696	43.6981919332406
